,CUM_PAY_JUL,PAY_JUL,CUM_PAY_AUG,PAY_AUG,CUM_PAY_SEP,PAY_SEP,CUM_PAY_OCT,PAY_OCT,CUM_PAY_NOV,PAY_NOV,CUM_PAY_DEC,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
40285667,87.8606792,0,100.8295952,-1,338.5036144,-2,338.5036144,-1,338.5036144,-1,373.5345944,-1,M,graduate school,single,30/01/1987,0
32374873,83.1501304,0,173.4853384,0,277.862752,0,372.4016776,0,463.8101752,0,762.0654296,0,F,university,married,12/01/1987,0
12804992,0.0,-1,0.0,-1,100.769968,2,107.8954184,2,107.8954184,0,191.3734984,0,F,high school,other,17/01/1989,0
18727403,51.577528,-1,280.4863488,-1,366.6476528,-1,417.9270448,-1,461.7530368,-1,667.6457584,-1,F,high school,married,31/01/1980,0
51894620,0.0,2,44.5117048,2,94.061908,2,144.745028,2,204.372228,2,262.806884,2,F,graduate school,married,12/01/1966,1
36754333,20.86952,0,88.993596,0,187.4977304,0,329.0825168,0,627.2185168,0,822.6168512,0,F,university,single,26/01/1989,0
38428747,44.7204,0,89.4408,0,134.1612,0,163.9748,0,223.602,0,268.3224,0,F,high school,married,14/01/1981,0
48041646,0.0,-1,0.0,-1,7.0956368,-2,7.0956368,-2,7.0956368,-2,7.0956368,1,F,graduate school,married,,0
57516112,95.40352,0,190.80704,0,280.24784,0,369.4501312,0,502.2995328,0,664.8134664,0,M,graduate school,single,29/01/1991,0
50341518,10.5540144,0,21.4061648,0,32.5862648,0,67.0209728,0,103.2146832,0,141.4059048,0,F,university,married,19/01/1975,0
43939908,59.6272,0,119.2544,0,178.8816,0,214.65792,0,253.9522448,0,403.0202448,0,M,university,single,13/01/1990,0
18076169,0.0,2,60.4023536,2,60.4023536,2,90.2159536,2,149.8431536,3,149.8431536,2,F,university,married,18/01/1981,1
57029934,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,110.31032,-2,M,,married,23/01/1977,0
58118894,0.0,2,48.2682184,2,143.6717384,2,144.0295016,2,215.5821416,2,310.9856616,2,F,university,single,13/01/1990,1
50836177,172.4120488,0,285.7037288,0,345.3309288,2,345.3309288,2,407.9394888,2,467.5666888,2,F,high school,married,05/01/1963,0
59240034,149.068,0,208.6952,0,268.3224,0,417.3904,0,579.8447064,0,877.9807064,0,M,graduate school,married,27/01/1974,0
38466109,1.8186296,0,5.8434656,-1,229.5945336,0,273.3310848,0,303.7409568,0,339.6067176,0,F,,single,06/01/1965,0
54642499,89.4408,0,178.8816,0,268.3224,0,357.7632,0,447.204,0,566.4584,0,M,university,single,17/01/1966,0
23639722,142.9263984,0,142.9263984,-1,252.7597008,-1,294.1707912,-1,305.7980952,-1,317.4253992,-1,M,graduate school,married,02/01/1957,0
49601305,113.142612,0,165.763616,0,218.0566704,0,516.2522976,0,623.5812576,0,710.0406976,0,F,graduate school,married,23/01/1971,0
48896109,95.40352,0,155.03072,0,184.84432,0,429.7034168,2,474.4238168,-1,532.2323872,-1,F,graduate school,single,24/01/1994,1
58842002,37.3266272,0,126.7674272,0,133.863064,-1,481.48964,-2,481.48964,-1,481.48964,-1,F,graduate school,married,04/01/1972,1
54528754,0.0,-2,83.47808,-2,83.47808,-2,131.5972304,-2,146.5040304,-2,312.8639184,-2,F,high school,married,20/01/1950,0
55438873,108.0146728,0,214.806988,0,314.5036664,0,414.6475488,0,513.688328,0,625.6085824,2,F,university,single,23/01/1987,1
14186726,0.0,-2,12.7005936,-2,55.8110592,-2,55.8110592,-2,55.8110592,-2,55.8110592,-2,,university,married,19/01/1985,0
49048772,4.47204,-2,18.9614496,-2,18.9614496,-2,42.3949392,-2,116.6009896,-2,122.8022184,-2,F,high school,married,03/01/1963,1
36436732,29.8136,0,59.6272,0,89.4408,-1,823.3323776,-1,1301.0953176,0,1360.7225176,0,F,university,single,07/01/1990,0
11108089,268.3224,0,357.7632,0,954.6016584,0,1252.7376584,0,1610.5008584,0,2170.9965384,0,M,graduate school,single,23/01/1959,0
18683053,0.0,-1,0.0,-1,88.3078832,-1,311.6117472,0,520.3069472,0,689.4395,0,F,university,single,03/01/1992,0
58011273,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,university,single,01/01/1983,0
10632600,116.27304,0,230.011924,0,339.8154128,0,449.1120704,0,556.4410304,0,660.7886304,0,M,university,married,28/01/1967,0
15151321,23.254608,2,23.254608,-1,55.453296,-1,76.02468,-1,78.707904,0,132.372384,0,F,high school,married,18/01/1963,0
50020133,84.2532336,0,167.999636,0,248.9733736,0,329.3508392,0,408.2078112,0,484.2921184,0,M,university,married,24/01/1961,0
29254219,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,22.1216912,-2,F,university,married,01/01/1975,1
56522292,41.6794128,0,71.4930128,0,101.3066128,0,131.1202128,2,160.9338128,0,310.0018128,0,F,high school,single,01/01/1989,0
48044837,1192.544,0,2236.02,0,3428.564,0,4024.836,0,4919.3036272,0,5059.4275472,0,M,high school,married,17/01/1969,0
17335277,21.912996,-1,43.825992,-1,65.738988,-1,87.651984,-1,109.56498,-1,131.477976,-1,M,university,single,15/01/1980,0
53783060,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,graduate school,married,06/01/1973,1
27579746,14.5192232,0,24.8347288,0,35.1204208,0,78.0221912,0,113.4109344,0,148.024524,0,F,university,married,02/01/1975,0
43765288,119.2544,0,238.5088,0,387.5768,0,462.1108,0,611.1788,0,849.6876,0,M,graduate school,single,16/01/1980,0
15340891,29.8136,0,44.7204,0,59.6272,0,89.4408,0,122.23576,0,160.99344,0,M,university,single,12/01/1980,0
31730945,59.6272,0,89.4408,0,149.068,0,298.136,0,357.7632,0,447.204,0,F,university,married,18/01/1983,0
32888164,89.4408,0,178.8816,0,238.5088,0,298.136,0,357.7632,0,401.9767688,0,F,university,single,07/01/1985,0
47651379,49.1029992,-2,52.621004,-2,204.3424144,0,356.3917744,0,2598.5831894,-1,3154.338507,-2,F,university,single,12/01/1983,0
14373075,239.2243264,-1,269.0379264,-2,269.0379264,-2,269.0379264,0,269.0379264,0,358.4787264,0,M,graduate school,single,06/01/1974,0
19475462,0.2683224,2,60.1936584,0,209.2616584,0,358.3296584,0,417.9568584,0,567.0248584,0,M,graduate school,single,14/01/1986,0
49591804,38.459544,-2,48.298032,-2,48.298032,-2,48.298032,-2,48.298032,-2,48.298032,-2,F,university,single,24/01/1978,1
36910444,59.8657088,0,107.6867232,0,154.9114656,0,211.0504744,0,289.639124,0,390.1407696,0,M,university,married,12/01/1960,0
26060059,122.23576,0,244.47152,0,319.00552,0,408.44632,2,408.44632,0,587.32792,0,F,graduate school,single,05/01/1989,0
35962566,29.8136,0,59.6272,0,89.4408,-1,571.4074576,-1,588.3415824,-2,588.3415824,1,M,graduate school,married,22/01/1980,0
59560117,9.7192336,-1,19.4384672,-1,29.1577008,-1,38.8769344,-1,48.596168,-1,58.3154016,-1,M,university,single,08/01/1986,1
16088117,17.9179736,2,17.9179736,-1,89.3215456,-1,108.0444864,-1,121.937624,-1,159.4133192,-1,M,graduate school,single,,0
19885957,1670.068431,-2,2460.6058486,-2,3852.4239506,-2,4619.8260146,-2,4849.8677522,-2,5259.4171754,-2,M,graduate school,single,02/01/1985,0
40972680,0.0,0,0.0,0,0.9242216,0,30.7378216,0,63.652036,0,95.254452,0,M,university,single,11/01/1993,0
48742622,50.4147976,-1,345.5098104,-1,651.874364,-1,776.7635344,-1,871.8092912,-1,964.5295872,-1,M,university,married,09/01/1975,0
38090035,38.75768,0,90.93148,0,126.7078,0,171.4282,2,171.4282,2,225.09268,2,F,university,single,20/01/1991,0
31955754,785.3200376,-1,2041.6055146,-2,2041.6055146,-1,2041.6055146,-1,2100.6364426,-1,2983.1190026,-1,F,university,married,29/01/1990,0
27342733,196.5014376,-2,287.999376,-2,363.6662928,-2,454.806468,-2,510.2001368,-2,635.5961384,-2,M,university,married,07/01/1974,1
31655219,1490.68,-1,1550.3072,0,1556.26992,0,1586.08352,0,1630.80392,0,1675.52432,0,F,university,married,21/01/1986,0
41967468,0.0,0,59.6272,0,74.534,0,119.2544,0,154.9710928,2,155.03072,1,F,university,married,29/01/1990,0
20717906,75.428408,0,157.564876,0,254.459076,0,358.4489128,0,474.4536304,0,601.7278888,0,F,university,single,09/01/1980,0
31128756,298.136,0,506.8312,0,745.34,0,988.022704,0,1286.158704,0,1882.430704,0,F,graduate school,married,05/01/1983,0
16043688,44.7204,0,44.7204,0,78.6780904,0,89.1724776,0,130.9115176,2,130.9115176,1,F,university,single,16/01/1993,0
13317632,122.23576,2,122.23576,2,241.49016,2,360.74456,2,479.99896,3,635.02968,-1,M,university,married,21/01/1971,1
38412444,11.627304,-1,55.5427368,-1,99.4581696,-1,143.3736024,-1,187.2890352,-1,231.204468,-1,M,graduate school,married,26/01/1972,1
59139814,149.068,0,447.204,0,596.272,0,775.1536,0,1013.6624,2,1013.6624,1,M,university,married,08/01/1976,0
18719210,0.0,-2,0.0,-1,0.0,-1,35.0607936,-2,58.3154016,0,58.3154016,0,F,university,single,24/01/1992,0
56940583,44.7204,0,82.4942312,0,127.2146312,0,171.9350312,0,201.8678856,0,231.6814856,0,M,university,married,09/01/1974,1
57917424,178.9114136,0,358.0911496,0,537.2708856,0,763.9138728,0,990.5270464,0,1524.6973176,0,F,university,single,,0
10490449,83.47808,0,158.01208,0,247.45288,0,313.0428,0,378.63272,0,441.24128,0,M,university,single,19/01/1986,1
12095239,119.2544,0,238.5088,0,357.7632,0,539.62616,0,718.50776,0,891.7844032,0,F,university,married,11/01/1977,0
54685500,298.136,0,357.7632,0,388.5010216,0,418.5233168,0,478.1505168,0,538.582684,0,M,university,single,28/01/1989,0
29519949,298.136,-1,617.588724,-1,1257.7761568,-1,1754.8583096,-1,1770.92784,0,2367.19984,0,M,university,single,08/01/1986,0
26300806,89.4408,0,178.8816,0,268.3224,0,357.7632,0,447.204,0,506.8312,2,F,graduate school,single,03/01/1983,0
42380034,149.0978136,0,298.1956272,0,596.3614408,0,954.1544544,0,1282.133868,0,1580.2996816,0,M,high school,married,21/01/1955,0
46830022,0.0,-2,0.0,-2,0.0,0,0.0,0,30.111736,0,89.738936,0,M,graduate school,married,20/01/1974,0
24507185,119.2544,0,119.2544,-1,268.3224,-1,327.9496,-1,417.3904,-1,483.278456,-1,M,graduate school,married,07/01/1976,1
30224457,15.3241904,0,15.3241904,-1,35.5079976,-1,45.2272312,-1,54.9464648,-1,64.6656984,-1,M,high school,single,05/01/1984,0
39522726,233.142352,0,495.7405408,0,747.0691888,0,988.5891624,0,1225.2495192,0,1473.0005352,0,F,university,married,30/01/1981,0
39600295,89.4408,0,1162.7304,0,1550.3072,0,1997.5112,0,2325.4608,0,2414.9016,0,F,university,married,08/01/1987,0
22493293,29.8136,0,59.6272,0,89.4408,0,149.068,0,193.7884,0,238.5088,0,M,university,married,26/01/1971,0
51886663,134.2804544,-1,4052.9204114,0,4113.8594098,0,4173.4866098,0,4263.2255458,0,4363.309801,0,M,university,married,14/01/1983,0
41142718,59.6272,0,98.38488,0,143.10528,0,187.82568,0,247.45288,0,336.89368,0,M,high school,single,26/01/1991,0
11560066,29.3962096,0,58.7924192,0,88.7849008,0,238.7771224,0,387.9047496,0,537.0323768,0,F,graduate school,married,24/01/1978,0
32756470,0.0,0,178.8816,0,238.5088,2,238.5088,2,348.81912,2,348.81912,1,F,graduate school,married,16/01/1981,0
24723195,62.60856,2,122.23576,2,181.86296,2,241.49016,2,301.11736,2,390.55816,2,M,graduate school,married,20/01/1978,1
37367276,299.477612,-1,2933.807308,-2,2933.807308,-2,2933.807308,-2,2943.4072872,-2,2943.4669144,-2,F,graduate school,married,27/01/1967,1
22455878,69.7340104,0,144.2680104,0,210.1560664,0,269.7832664,0,328.3669904,0,388.5010216,0,F,graduate school,single,27/01/1992,0
22671927,29.8136,0,59.6272,0,89.4408,0,685.7128,0,760.843072,0,820.470272,0,F,university,single,06/01/1993,0
49114655,17.590024,0,55.0955328,0,84.9091328,0,114.7227328,0,153.4804128,0,192.4169744,0,M,high school,single,22/01/1990,0
27695733,0.0,-1,141.316464,-1,141.316464,-1,159.1151832,-1,159.1151832,-1,163.5872232,1,M,graduate school,single,31/01/1992,0
33765485,35.77632,0,95.850724,0,140.571124,0,185.291524,2,188.2430704,2,277.862752,1,M,graduate school,single,24/01/1990,0
35480652,238.5088,0,462.1108,0,685.7128,0,1013.6624,0,1356.5188,0,1684.4684,0,M,graduate school,married,08/01/1967,0
26348569,54.3203792,0,113.9475792,2,113.9475792,2,322.6427792,2,322.6427792,0,692.9575048,0,M,university,single,10/01/1991,0
18874810,59.6272,0,119.2544,0,175.751172,0,235.378372,2,235.378372,0,350.458868,0,M,university,single,05/01/1982,0
21475583,283.1695728,-2,488.2573272,-2,1724.8360142,-2,2046.3458766,-2,2589.3409734,-2,3058.2492742,-2,F,high school,married,12/01/1975,0
13100731,14.9068,0,29.8136,0,44.7204,0,59.6272,0,95.40352,2,95.40352,1,F,university,married,16/01/1971,1
13695918,0.298136,3,0.9540352,3,159.7710824,2,606.9750824,2,606.9750824,2,756.0430824,3,M,university,married,21/01/1968,1
58350828,119.0457048,0,242.2653136,0,365.0973456,0,514.0759048,0,658.582424,0,799.9585152,2,M,,married,07/01/1974,0
58535115,59.5675728,-1,163.4381552,0,1040.5542672,0,1312.3648584,0,1576.4239136,0,1792.9600904,0,F,,other,25/01/1976,0
21798326,83.47808,0,172.91888,0,247.45288,0,321.98688,0,441.24128,0,530.68208,0,F,graduate school,single,23/01/1986,0
44067044,119.2544,0,2504.3424,0,2552.04416,0,2626.57816,0,2721.98168,0,2827.81996,-1,F,university,single,09/01/1992,0
35840333,59.6272,0,573.4944096,0,722.5624096,0,782.1896096,0,883.9434264,0,973.3842264,0,F,university,single,04/01/1968,0
46985964,108.521504,2,108.521504,-1,773.3945976,-1,1029.2847264,-1,1326.407064,-1,1976.8801888,-1,F,graduate school,single,25/01/1965,0
28554029,59.6272,0,119.2544,0,178.8816,0,238.5088,0,382.2997928,0,531.3677928,0,M,graduate school,married,08/01/1980,0
38274926,180.1337712,0,301.8030728,0,575.6111752,0,695.3724064,0,3677.9845774,-1,5545.3594134,-1,F,graduate school,married,16/01/1981,0
44223734,433.2810488,-2,669.4942016,-2,1058.2635456,-2,1447.2117712,-2,1863.7673904,-2,2103.0215304,-2,M,graduate school,married,03/01/1978,0
45023016,0.0,-2,0.0,-2,0.0,-2,1505.5868,-2,1891.2853432,-2,1975.151,-2,F,university,single,25/01/1985,0
57739816,298.136,0,596.272,0,1490.68,2,1589.959288,0,2186.231288,0,2633.435288,0,F,university,married,20/01/1974,0
57930305,109.8034888,-2,235.7957624,-2,252.372124,-2,338.9508184,-2,355.52718,-2,372.1035416,-2,F,university,married,16/01/1980,0
29643903,1535.81779,-2,2132.83513,-2,2669.47993,-2,3172.2564804,-2,3321.3244804,-2,3679.1771212,-2,F,graduate school,single,08/01/1982,0
58060593,0.0,-2,0.0,-2,0.0,-2,0.0,-1,0.0,-1,155.626992,1,F,graduate school,married,22/01/1971,1
32302634,55.4831096,0,115.1103096,0,171.5176408,0,223.6318136,0,344.1383848,0,483.427524,0,M,university,single,03/01/1988,0
37609250,0.0,-1,31.602416,-1,316.2924824,-1,367.3333656,-1,370.135844,-1,370.135844,-1,F,graduate school,married,07/01/1967,0
21226374,80.49672,0,2493.430622,0,2530.697622,0,2575.56709,0,2642.349554,0,2739.54189,0,M,graduate school,married,21/01/1981,0
28714313,32.79496,0,62.60856,0,152.04936,2,152.04936,2,330.93096,2,330.93096,1,M,graduate school,single,12/01/1983,0
57585102,190.508904,0,382.8960648,0,566.3987728,0,937.5184656,0,1220.7476656,0,1459.2564656,0,F,graduate school,married,15/01/1979,1
53251239,45.0483496,0,241.9671776,0,393.4500792,0,511.6908168,0,660.37124,0,703.004688,-1,,university,married,01/01/1982,0
18004098,31.8707384,0,62.8768824,0,95.850724,0,154.5238888,0,220.1138088,0,279.7410088,0,M,high school,married,29/01/1981,1
10783968,59.6272,0,119.2544,0,178.8816,0,238.5088,0,387.5768,0,447.204,0,F,university,single,18/01/1991,0
22219328,89.4408,0,178.8816,0,330.1558064,0,509.0374064,0,759.650528,0,1107.7839352,2,F,graduate school,single,29/01/1991,1
34264479,59.6272,0,134.1612,0,223.602,0,344.9135384,0,437.4847664,0,556.7391664,0,F,university,single,15/01/1987,0
40574574,257.5298768,-1,341.5744152,-1,563.8944304,-1,683.3575256,2,683.3575256,-1,834.7808,-1,F,university,single,08/01/1989,0
25960105,0.0,2,357.7632,2,357.7632,3,536.6448,3,745.34,3,840.74352,4,M,university,single,12/01/1990,1
11405692,30.5887536,0,97.0730816,0,156.7002816,0,186.5138816,0,275.9546816,0,411.129544,0,F,university,married,13/01/1972,0
37208315,43.0210248,-1,86.0420496,-1,129.0630744,-1,172.0840992,-1,215.105124,-1,332.6601488,-1,M,graduate school,married,28/01/1964,0
43761790,32.7055192,0,60.4023536,0,87.6817976,0,118.5985008,0,169.4306888,0,219.9945544,0,F,graduate school,single,22/01/1992,0
23363109,73.341456,-1,189.5846824,-1,282.4540464,-1,354.9905352,-1,406.7767584,-1,513.1814968,-1,F,graduate school,married,16/01/1977,1
13322906,624.5054792,-1,886.8651592,-1,1155.3962544,-1,1640.344272,-1,2074.877492,-1,2592.2030792,-1,M,graduate school,single,17/01/1985,0
39510704,9.5999792,0,18.8720088,0,28.7999376,0,58.6135376,0,124.2034576,0,193.6691456,0,F,university,married,22/01/1985,0
57552695,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,other,married,,0
34151229,623.5216304,-1,841.3099784,-1,1727.1614752,-1,1981.3224152,-1,2249.0783568,-1,2266.6981944,-1,F,university,single,26/01/1985,0
59224665,0.0,-2,0.0,-1,0.0,-1,163.080392,-1,163.080392,-1,519.1442168,-1,F,university,single,05/01/1992,1
24116337,35.77632,0,80.49672,0,155.03072,0,214.65792,2,259.37832,0,319.00552,0,M,university,single,09/01/1988,0
26071276,89.4408,0,178.8816,0,327.9496,0,417.3904,0,566.4584,0,1162.7304,0,F,high school,married,17/01/1980,0
55827351,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,single,10/01/1985,1
12389680,29.8136,-2,59.6272,2,104.3476,2,104.3476,3,104.3476,4,104.3476,5,M,university,single,14/01/1960,0
31918041,89.4408,0,178.8816,-1,1588.468608,-1,1634.53062,-2,1665.8647136,-2,1847.2208424,-2,F,graduate school,married,05/01/1982,0
12865150,24.5067792,0,113.9475792,-1,523.4075616,-1,673.191088,-1,782.1896096,-1,1184.2260056,-1,F,graduate school,single,24/01/1993,0
20048555,59.6272,0,77.51536,0,98.38488,0,119.4332816,0,164.5412584,0,203.3883792,0,M,high school,married,17/01/1963,0
50307066,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,graduate school,single,13/01/1984,1
58571719,147.3388112,-2,270.3795384,-2,347.5073216,-2,515.5963984,-2,661.9215472,-2,881.7968472,-2,F,university,married,31/01/1981,0
24052445,11.627304,-2,23.254608,-2,448.247476,-2,457.8176416,-2,469.4449456,-2,481.0722496,-2,F,university,married,18/01/1967,0
27414739,50.2657296,-1,125.9326464,-1,292.7397384,-1,315.6663968,-1,482.682184,-1,620.5998976,-1,F,university,single,12/01/1979,0
14117667,0.0,7,0.0,7,0.0,7,0.0,2,0.0,2,0.0,3,M,high school,married,28/01/1961,1
22612752,0.0,-2,0.0,-2,1812.66688,-2,1818.6296,-2,1818.6296,-2,1818.6296,-2,M,graduate school,single,17/01/1977,0
22486931,2414.9016,-2,3641.73124,-1,3641.73124,-1,5516.320967,2,5517.9905286,0,6501.8393286,0,M,university,single,26/01/1986,0
39809882,83.47808,2,84.2830472,3,84.2830472,2,284.0341672,2,448.0089672,3,448.0089672,4,M,university,single,26/01/1978,1
20916118,0.0,-1,5.6943976,-1,5.6943976,-1,26.3254088,-1,264.9534632,-1,281.73852,2,F,graduate school,single,03/01/1989,0
24735793,0.0,-2,42.633448,-2,45.614808,-2,57.987452,-2,83.329012,-2,387.7854952,-2,M,graduate school,single,,0
31307651,14.3403416,0,36.223524,0,66.037124,0,113.738884,2,161.440644,0,215.105124,0,F,high school,single,25/01/1966,0
46907848,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,0.0,0,M,university,married,26/01/1977,0
28751549,73.2818288,0,144.3872648,0,215.0156832,0,283.2292,0,352.7843288,0,440.8238896,0,F,high school,single,30/01/1964,1
57542461,0.0,-2,0.0,0,0.0,0,0.0,2,0.0,0,149.068,0,M,university,single,27/01/1995,1
41840464,149.068,0,3315.27232,0,3404.71312,0,3509.656992,0,3599.097792,0,3688.538592,0,F,university,married,19/01/1979,0
34539038,0.0,-1,19.9452984,-1,19.9452984,-1,50.1166616,-2,50.1166616,-1,50.1166616,-1,F,university,married,,0
25170250,205.3262632,2,205.3262632,2,631.30298,2,998.01026,2,998.01026,2,1325.95986,2,M,high school,married,06/01/1974,0
46686295,0.0,-1,0.0,-1,3.6670728,-2,3.6670728,-1,3.6670728,-1,115.7662088,1,M,graduate school,single,28/01/1969,0
31799476,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,graduate school,single,02/01/1987,1
46684947,635.5663248,-1,1409.1696176,0,1409.1696176,-1,2660.6551046,-1,3050.0803478,-1,3507.0930222,-1,M,graduate school,married,28/01/1964,0
14339996,357.7632,-1,400.0686984,0,400.0686984,0,400.0686984,0,459.6958984,0,509.81256,0,M,high school,married,02/01/1966,1
46174948,596.272,0,1192.544,0,1490.68,-1,2236.467204,0,2534.603204,0,2832.739204,0,F,graduate school,single,,0
40755452,10.732896,-1,21.465792,-1,32.198688,-1,42.931584,-1,53.66448,-1,64.397376,-1,M,graduate school,single,02/01/1987,0
37639207,89.4408,0,178.8816,0,268.3224,0,345.3011152,0,422.8164752,0,519.7404888,2,M,university,single,11/01/1981,0
37840827,59.6272,0,149.068,0,178.8816,0,238.5088,0,282.5733008,2,282.5733008,2,F,university,married,27/01/1993,0
18740509,0.0,2,247.45288,2,366.70728,2,485.96168,0,733.41456,0,852.66896,2,M,high school,married,25/01/1976,1
34592001,303.800584,-1,637.5042088,-1,953.3494872,-1,1257.1500712,-1,1560.9506552,-1,1864.7512392,-1,F,university,married,07/01/1984,0
30402975,298.136,0,596.272,0,894.408,0,1192.544,0,1490.829068,0,1788.965068,0,F,graduate school,single,11/01/1986,0
25472518,0.0,0,195.27908,0,314.53348,-1,743.1934208,-1,997.6226832,-1,1072.395192,-1,M,graduate school,single,22/01/1973,0
32702096,74.534,0,149.068,0,223.602,0,335.403,0,1975.151,0,2094.4054,0,F,university,single,27/01/1992,0
20692297,100.4420184,-1,109.6246072,-1,2817.2063182,-1,2909.3601558,-1,3020.2369342,-1,3263.0985198,-1,M,graduate school,married,16/01/1976,0
37418453,29.8136,0,74.534,0,104.3476,0,143.10528,0,202.73248,0,241.9075504,0,F,university,other,28/01/1982,0
50854249,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,0.0,-1,M,graduate school,married,22/01/1978,0
20097352,0.0,-1,67.975008,-1,107.5972824,-1,264.6851408,2,264.6851408,-1,287.6416128,-1,F,graduate school,married,03/01/1974,0
58083248,0.0,4,0.0,5,0.0,5,0.0,2,0.0,2,0.0,3,M,high school,single,14/01/1989,1
45771582,713.0816848,-2,944.7333568,-2,1092.2510496,-2,1092.3404904,-2,1511.7582152,-2,1792.6321408,-2,F,graduate school,married,23/01/1976,0
34508235,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,0.0,-1,F,graduate school,single,31/01/1988,0
25986640,59.6272,0,909.3148,0,924.2216,0,992.345676,0,1056.89212,0,1116.51932,-1,F,university,,28/01/1992,0
51722614,58.7924192,0,110.3699472,0,157.863012,0,210.036812,0,312.446528,0,401.0227336,0,F,university,married,01/01/1991,1
18841951,596.272,0,640.9924,0,700.6792272,0,760.3362408,0,820.3510176,0,909.8216312,-1,F,graduate school,single,20/01/1992,0
19851210,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,graduate school,married,01/01/1979,0
49821667,162.335052,0,371.030252,0,579.725452,0,758.607052,0,907.675052,0,1116.370252,0,M,graduate school,single,02/01/1983,0
47031012,134.6382176,0,274.7919512,0,423.1146112,0,581.5738952,0,761.0219536,0,930.2439472,0,M,graduate school,married,15/01/1972,0
47423037,14.2509008,-2,18.7229408,-2,18.7229408,-2,18.7229408,-2,36.9390504,-2,60.3129128,-2,F,,single,27/01/1987,0
38604909,152.04936,0,301.11736,0,438.25992,0,670.806,0,909.3148,0,1126.95408,0,F,high school,married,11/01/1959,0
49822536,0.0,0,6.3204832,-1,400.0388848,-2,491.4473824,-2,497.7678656,-2,497.7678656,1,F,university,single,05/01/1980,0
54470975,125.21712,0,244.47152,0,363.72592,0,525.3454456,0,734.0406456,0,921.8663256,0,F,high school,married,06/01/1982,0
47606590,149.068,0,298.136,0,447.204,0,596.272,0,687.20348,0,746.83068,0,F,graduate school,single,18/01/1987,0
40626515,16.6658024,0,45.4359264,0,66.5737688,0,87.055712,2,87.1153392,0,175.0654592,0,M,high school,married,25/01/1989,1
29856795,29.8136,0,59.6272,0,89.4408,2,119.2544,0,178.8816,0,238.5088,0,M,high school,married,05/01/1969,0
30328696,0.0,2,104.3476,2,208.6952,0,411.42768,0,506.8312,2,506.8312,1,M,university,single,31/01/1987,1
34823988,0.0,0,0.0,0,69.31662,0,208.844268,0,377.5594304,0,548.4807992,0,F,high school,married,23/01/1993,0
46509430,0.0,-1,211.3187968,0,212.2430184,0,213.2566808,-1,762.6020744,-1,762.6020744,-1,M,graduate school,married,29/01/1969,0
13756808,29.8136,0,59.6272,0,119.2544,0,163.9748,0,223.602,0,283.2292,0,F,university,single,03/01/1991,1
31667220,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,2,0.0,2,F,university,married,05/01/1959,1
19243695,47.70176,0,77.51536,0,98.38488,0,117.3761432,0,156.1338232,0,194.2952312,0,F,graduate school,single,26/01/1991,0
31022892,313.0428,0,643.377488,0,956.420288,0,1255.3314416,0,1585.2785528,0,1973.064048,0,M,university,single,01/01/1988,0
22864182,0.0,-1,64.4570032,-1,79.3638032,-1,830.2193192,-1,919.3917968,-1,990.7953688,-1,F,graduate school,single,15/01/1976,0
48245346,0.0,0,29.8136,0,41.2620224,0,83.0010624,0,139.3189528,0,183.1449448,0,F,graduate school,single,05/01/1993,0
19993588,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,M,,married,15/01/1982,0
40834432,29.8136,0,59.6272,0,119.2544,0,208.6952,0,238.5088,0,268.3224,0,F,high school,single,04/01/1981,0
39275199,89.4408,0,89.4408,0,89.4408,0,119.2544,0,208.6952,0,268.8292312,0,M,graduate school,married,30/01/1977,0
41491094,805.3845904,-1,864.5347728,0,873.4788528,0,881.6775928,-1,1137.9552984,-1,1163.9825712,-1,F,university,single,03/01/1988,0
44622387,16.8744976,0,34.732844,0,52.4421224,0,88.0395608,0,155.9847552,0,210.3647616,0,M,high school,single,11/01/1989,0
49209817,59.6272,0,88.993596,0,122.3550144,0,182.9660632,2,182.9660632,2,311.4626792,2,F,university,married,11/01/1982,0
44036504,149.068,0,298.136,0,417.3904,0,619.4669808,0,843.0689808,0,1141.2049808,0,F,university,single,26/01/1965,0
51374236,19.826044,0,58.583724,0,104.3177864,0,146.0568264,0,210.633084,0,273.241644,0,,university,single,01/01/1988,0
