,SHOP_JUL,PAY_JUL,SHOP_AUG,PAY_AUG,SHOP_SEP,PAY_SEP,SHOP_OCT,PAY_OCT,SHOP_NOV,PAY_NOV,SHOP_DEC,PAY_DEC,SEX,EDUCATION,MARRIAGE,BIRTH_DATE,DEFAULT PAYMENT JAN
11720802,4572.273323,0,24.327898,0,23.165167,0,18.842195,0,118.240738,0,114.186088,0,M,high school,married,18/01/1986,0
38239438,-28.5614288,-1,107.0010104,-1,60.1042176,0,271.2441328,-1,82.0470272,2,113.3214936,-1,F,graduate school,single,18/01/1989,0
55543824,191.403312,0,409.042592,2,18.6036864,0,19.826044,0,16.5167344,2,16.2782256,1,F,high school,married,15/01/1979,1
56400441,0.0,-2,0.0,-2,0.0,-2,0.0,0,3723.71864,0,94.0619078,0,F,university,married,13/01/1970,0
37500579,0.0,-2,0.0,0,594.334116,0,21.167656,0,41.2023952,0,18.5440592,2,M,high school,single,15/01/1993,1
49665152,18.9018224,-1,14.4894096,-1,0.0,-1,103.304124,-1,22.956472,-1,39.3241384,-1,M,graduate school,married,29/01/1977,1
11438047,2323.254594,0,39.17507,0,37.207373,0,52.59119,2,55.244601,2,53.99243,1,M,university,married,28/01/1961,1
13539698,-185.5002192,-2,0.0,-1,67.8557536,-1,164.0940544,-1,24.8645424,-1,91.1103616,-1,M,graduate school,single,09/01/1985,0
51343514,-152.04936,-1,147.130116,0,577.3999912,-1,154.0170576,-1,162.5437472,-1,6261.6609674,0,M,graduate school,married,19/01/1968,1
10503157,3908.14557,0,2546.111253,0,297.569542,0,1834.9972662,0,-639.2035842,0,96.3277416,0,M,university,single,05/01/1981,0
38207002,1433.318634,0,57.629688,0,76.948902,0,141.644414,0,84.372488,0,103.27431,0,F,graduate school,single,14/01/1988,0
13442128,3089.941131,0,418.5829442,0,674.0258684,0,245.246674,0,698.592275,0,220.650454,0,F,graduate school,single,12/01/1981,0
25962113,1461.134722,0,25.0136106,0,233.2616066,0,256.6950962,0,114.8419874,0,122.295387,0,M,graduate school,married,12/01/1953,0
19858725,447.7704584,2,6.4695512,2,10.6732688,3,15.354004,2,15.1453088,2,14.6682912,2,F,graduate school,married,22/01/1986,1
47233571,-193.3113824,-1,50.2657296,0,0.0,-1,0.0,-1,63.7712904,-1,44.0048736,-1,M,high school,married,02/01/1975,0
58957758,84.1637928,-1,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,married,06/01/1980,0
28136412,-12.2832032,-2,140.0344792,-2,25.2521192,-1,215.7908368,-1,46.0918256,-1,25.1030512,1,F,graduate school,married,30/01/1978,0
42006625,0.0,-2,0.0,0,96.4171824,0,59.030928,0,81.838332,0,24.8347288,0,F,high school,married,06/01/1988,0
25136632,-79.7811936,2,4.1440904,-1,205.5051448,0,57.1228576,-1,178.8816,0,736.0083432,0,M,graduate school,single,06/01/1991,0
32815177,176.049308,0,11.7465584,0,6.558992,0,4.8298032,0,2.8621056,0,1.5801208,0,F,high school,single,11/01/1988,0
26503095,603.278196,0,10.0173696,0,8.9142664,0,8.347808,0,7.5428408,0,6.558992,0,M,graduate school,single,20/01/1991,0
19467197,1095.888309,0,156.640654,0,592.217351,0,574.6571396,0,200.407019,0,89.76875,0,F,graduate school,single,25/01/1993,0
13315310,439.0648872,0,7.5428408,2,16.695616,2,16.6061752,0,6.6186192,0,6.2906696,0,F,high school,married,29/01/1988,0
55110688,262.0019168,-1,361.9072904,0,380.4513496,0,352.3669388,-1,1030.208948,0,279.591941,0,F,university,single,25/01/1990,0
50798019,972.519632,0,51.4582736,0,60.4023536,0,54.4396336,0,195.726284,0,123.815881,0,F,graduate school,single,01/01/1994,0
43479565,-187.467917,0,640.5750098,0,998.2189554,0,368.734604,0,651.0097702,0,118.151297,0,F,university,single,10/01/1981,0
34276635,42.2756848,0,576.3565152,0,5.96272,0,91.9451424,0,362.5631896,0,301.0875468,0,M,university,single,24/01/1985,0
30225565,207.6219104,0,82.8221808,0,3.6968864,0,945.6277646,0,105.391076,0,29.187515,0,M,university,married,14/01/1983,0
54901837,1793.28804,0,338.950818,0,594.721693,0,714.1549746,0,619.645862,0,324.0440184,0,F,university,married,22/01/1987,0
47596225,9.391284,0,-2.13162820728e-14,0,0.0,0,146.533844,0,146.9512344,-1,208.7548272,-1,F,graduate school,single,16/01/1993,0
10443049,-4.47204,-1,9.4210976,-1,9.4210976,-1,9.4210976,-1,9.4210976,-1,9.4210976,-1,F,graduate school,married,19/01/1976,0
44547537,32.5266376,0,65.4110384,2,62.7278144,2,52.8893264,2,56.496772,-1,14.7875456,-1,M,university,married,11/01/1980,0
42135410,-11.2099136,-1,19.6471624,-1,8.8844528,-1,0.0,0,75.0110176,0,76.8296472,-1,F,high school,married,14/01/1971,0
42670463,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,0,123.3090496,0,,university,single,23/01/1990,0
55631032,4408.9544226,0,81.450755,0,68.273144,0,109.177403,2,106.196043,0,107.567469,0,M,graduate school,married,29/01/1974,0
13098584,907.2576616,2,95.6420284,-1,0.0,-1,5.664584,-1,0.0,-2,0.0,1,F,university,single,10/01/1985,0
28299186,826.4926192,0,13.5950016,-1,422.4288984,0,17.6794648,2,89.2022912,0,142.4791944,0,F,university,single,14/01/1992,0
37931162,424.5158504,0,1256.2258494,0,1854.1077846,0,63.532781,0,47.2545562,0,46.866979,0,M,university,single,11/01/1990,0
19829109,316.918568,0,67.975008,0,11.627304,2,23.403676,2,15.9204624,2,20.2434344,1,F,graduate school,married,06/01/1963,0
40667689,-2361.3265612,-1,483.3678968,-1,173.4257112,0,619.3179128,0,639.91911,0,35.925388,0,F,university,married,03/01/1986,0
27603424,875.3869232,0,13.1776112,0,14.0422056,0,198.5883896,2,45.9427576,0,15.6223264,0,F,university,single,15/01/1994,0
25777938,2980.4357784,0,1009.0711054,0,1077.940522,0,1420.3795306,0,476.3020738,0,325.29619,0,F,graduate school,married,24/01/1986,0
30265998,10863.03236,5,193.3412,6,187.67661,7,175.45304,2,549.882036,2,202.8815486,1,M,university,married,13/01/1983,0
24076587,230.4889416,0,3.9055816,0,3.6968864,0,227.3287,0,7.7813496,0,994.7903914,0,F,university,married,18/01/1971,0
43076215,707.774864,0,71.8805896,0,115.7960224,0,23.4931168,0,21.5254192,2,21.4956056,2,F,high school,married,21/01/1949,1
43989384,-5.3366344,-1,901.563264,-1,913.3992632,-1,998.457464,-1,894.408,-1,899.0887352,0,F,graduate school,married,30/01/1973,0
53120732,11.8956264,0,2.98136,0,2.98136,-1,2.98136,2,2.98136,-1,0.0,1,F,university,married,11/01/1985,0
11117004,463.452412,0,12.8794752,2,12.4918984,0,7.751536,0,7.0658232,0,6.260856,0,F,university,single,10/01/1989,0
29743227,77.2768512,0,2.534156,-1,92.3029056,-1,24.3875248,-1,61.5054568,-1,106.2556704,-1,F,graduate school,single,21/01/1988,0
27026411,374.9656472,2,194.086536,0,188.2132568,0,197.7834224,2,197.1275232,0,190.8964808,0,M,university,single,02/01/1980,0
20324379,5695.709398,0,106.6134342,0,596.3018134,0,949.6526006,0,1369.159767,0,1564.409033,0,M,graduate school,single,28/01/1982,0
26440278,11.627304,-1,11.627304,-1,11.627304,-1,107.3587736,-1,97.2221496,2,199.8107472,1,M,high school,single,20/01/1975,0
16133346,-5.96272,-2,0.0,-2,14.9068,-2,32.79496,-2,0.0,-2,0.0,-2,M,graduate school,single,23/01/1984,0
49567158,1660.915656,0,41.530345,0,55.095533,0,54.946464,0,53.366344,0,182.399605,-1,F,university,married,14/01/1982,0
11019155,8090.427191,0,803.744843,0,168.357399,0,580.321724,0,141.227023,0,277.415548,0,,university,married,30/01/1980,0
57301628,1659.782739,2,33.689368,2,32.705519,0,27.040936,0,25.908018,2,42.693075,1,F,university,single,07/01/1985,0
25771384,-47.9402688,-1,19.8558576,-1,1656.622498,-1,174.1412376,-1,19.8558576,-1,19.8558576,-1,M,graduate school,single,03/01/1988,0
33199497,1528.1258816,0,25.0136108,2,43.408601,0,24.7751014,0,23.4931176,2,32.944028,3,F,graduate school,single,10/01/1988,0
44523547,725.454329,0,60.7601166,0,22.3303864,0,97.9973032,0,28.4123608,0,18.4546184,0,M,graduate school,single,16/01/1980,0
10745876,702.706552,0,69.5551288,0,93.018432,0,222.5287104,0,68.273144,-1,55.8706864,-1,M,graduate school,single,21/01/1990,0
43066315,1413.462776,0,233.201979,0,22.628523,0,1240.752591,0,176.64558,0,199.959815,-1,F,graduate school,single,24/01/1988,0
37209859,307.4378432,0,4.8298032,0,9.093148,0,9.1527752,0,9.0335208,0,45.018536,0,F,university,married,01/01/1994,0
29487253,0.0,0,110.8469648,0,94.7178072,-1,0.0,-2,0.0,2,30.2011768,2,F,graduate school,married,30/01/1981,1
56364575,0.0,-2,0.0,0,174.707696,0,341.9023648,0,373.9519848,0,476.5107688,0,F,graduate school,single,23/01/1991,0
39891177,2038.6837816,0,292.0540254,0,274.8813922,0,306.036604,0,283.616777,0,284.3919298,0,M,university,married,28/01/1974,1
35781158,0.0,0,298.136,0,456.14808,0,471.919474,0,32.019807,0,27.488139,0,M,graduate school,single,12/01/1991,0
47502327,0.0,-2,0.0,-2,0.0,-2,0.0,0,3977.13424,0,103.989837,0,M,university,single,16/01/1974,0
33742562,576.9826008,0,19.080704,0,707.7450502,0,88.3376968,0,199.4231708,0,121.3413522,0,F,high school,single,14/01/1980,0
35224595,0.0,-1,12.4024576,-1,12.4024576,-1,12.4024576,-1,24.8049152,-1,12.4024576,1,M,high school,single,26/01/1992,0
50949302,543.5317416,0,45.6744352,0,8.4372488,0,1825.5761686,-1,31.1253984,-1,119.641977,0,F,graduate school,single,17/01/1974,0
56262842,37.6843904,-2,36.968864,-2,11.627304,-2,11.627304,-2,11.627304,-2,11.627304,-2,F,university,married,27/01/1974,0
26772673,1430.4267148,0,50.9216282,0,50.0868484,0,69.376247,0,43.8558056,0,70.002333,0,M,university,single,01/01/1963,0
43262084,2463.467954,0,104.794804,0,127.6320222,0,125.664324,0,124.054389,0,286.3298152,0,M,university,married,17/01/1977,0
13948821,1238.128994,0,29.6347184,0,19.080704,0,608.7042712,0,83.925284,0,28.293107,0,F,high school,married,29/01/1965,0
48455751,423.1146112,0,6.9763824,0,16.0099032,0,6.70806,0,5.96272,0,5.6943976,0,F,university,married,26/01/1983,0
19007566,-266.5932112,-1,5.9329064,-1,5.6049568,-1,5.6049568,-1,2.0571384,-1,102.6482248,0,M,,married,22/01/1986,0
50674351,834.4230368,0,25.5204416,0,57.093044,0,57.2719256,0,14.9962408,0,12.5515256,0,F,university,married,18/01/1987,0
26711691,6758.9816288,0,121.4009792,0,564.371448,0,129.7189738,0,381.0774352,0,371.8352192,0,F,university,married,,1
18060004,-4122.7140492,0,3687.077726,0,159.890336,0,320.734709,0,49.9079666,0,128.6754972,0,F,,single,29/01/1993,0
47056932,0.0,0,23.254608,0,11.627304,-1,0.0,-1,23.254608,-1,0.0,1,M,university,married,20/01/1980,0
15084595,2813.270923,0,46.837166,0,41.112954,0,40.337801,2,56.496772,3,57.778757,2,F,university,single,15/01/1992,1
41141616,1408.424278,0,135.383557,0,151.512715,0,191.343685,0,310.747153,0,735.173562,0,M,university,married,26/01/1971,0
37002174,29.0384464,-1,11.3589816,-1,35.5676248,-1,102.5289704,-1,184.09898,-1,389.5743112,-1,M,university,married,31/01/1982,0
10633690,615.65084,0,1863.588509,0,2647.298612,0,582.319235,0,1116.370252,2,416.018974,1,M,university,single,26/01/1985,1
49718722,770.383424,0,53.366344,0,18.0670416,0,22.658336,2,23.6123712,2,22.5987088,1,F,university,married,17/01/1994,0
56412320,-50.1762888,-1,148.5015416,-1,46.0918256,-1,0.0,-1,16.993752,-1,103.7215144,-1,M,graduate school,married,29/01/1971,0
12758209,-91.527752,0,11.8061856,0,34.4645216,0,11.8061856,2,17.1130064,-1,46.2707072,0,M,university,single,31/01/1991,1
31174648,-23.7316256,-1,2.9515464,-1,2.9515464,-1,2.9515464,-1,2.9515464,-1,2.9515464,-1,M,university,married,11/01/1983,0
20833583,-2007.8863326,0,0.0,-1,0.0,-1,148.4419144,-1,60.1936584,-1,111.4432368,-1,M,graduate school,married,09/01/1981,0
20314944,782.010728,0,49.1328128,0,53.66448,0,55.8408728,0,45.6744352,0,55.1849736,0,M,graduate school,single,01/01/1988,0
28098887,80.4669064,2,1.4012392,2,4.47204,-1,112.7848488,2,43.9154328,2,39.801156,2,M,graduate school,single,05/01/1986,1
14020263,299.7161208,-1,73.2818288,-2,56.3178904,-2,0.0,-2,23.6123712,-2,166.2406336,-2,F,university,married,08/01/1983,0
47536750,1378.968441,2,28.084411,2,27.3390716,2,21.9129956,2,30.201177,0,29.3067688,0,M,graduate school,single,15/01/1983,0
44740326,1879.687853,0,162.15617,0,515.35789,0,687.859379,0,83.06069,0,244.590774,0,F,graduate school,single,24/01/1991,0
35255561,557.3950656,0,20.1539936,0,19.4682808,0,1149.5229748,0,-953.1706052,0,56.1091952,0,M,university,married,08/01/1960,0
18852994,0.0,-2,0.0,-2,0.0,0,619.824744,0,877.205553,0,945.955714,0,M,university,single,28/01/1993,0
46964907,654.557588,0,84.3426744,0,110.6382696,0,126.3798504,0,53.66448,0,59.0607416,0,F,university,married,27/01/1966,0
50171554,6137.666205,0,103.0656154,0,104.3177862,0,102.290461,0,1289.3785736,0,168.7747892,0,F,university,single,18/01/1981,0
33693313,1422.0192794,0,22.8670312,0,119.2543996,2,34.404895,2,32.854587,2,68.392398,2,F,university,single,,1
56129912,3064.9275208,0,63.145205,0,397.8326778,0,65.6197336,0,358.389286,0,688.8730418,0,F,university,married,03/01/1991,0
53806417,1167.1129994,0,24.327897,0,18.4844324,0,814.6864338,0,36.1638962,0,29.9626684,0,F,high school,other,29/01/1973,0
41506762,838.4478728,0,58.2557744,0,57.3613664,0,590.5179752,0,72.9538796,0,22.9564714,0,F,university,married,02/01/1985,1
38590880,1571.5941106,0,353.8278044,0,209.0231498,0,1858.13262,0,-1512.9507594,0,235.7063218,0,M,university,single,16/01/1987,0
31280812,-1.639748,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-1,54.4694472,-1,M,high school,married,07/01/1969,0
33172690,2976.500383,0,63.3539,0,3129.801915,0,191.015735,0,362.622817,0,102.648224,0,M,graduate school,single,01/01/1984,0
14707652,2449.634444,0,207.413215,0,680.584861,0,830.606896,0,228.908821,0,114.871801,0,M,university,single,04/01/1983,0
24863162,477.2561088,0,8.1092992,0,21.0782152,0,16.695616,0,326.6974288,0,702.080466,0,M,high school,single,17/01/1993,0
37911183,2993.673017,3,58.047079,4,65.411038,5,75.93524,6,75.935239,7,47.522878,8,M,university,single,06/01/1980,0
35982446,3400.98642,0,64.337749,0,105.2420074,2,104.645736,2,57.0930448,2,102.52897,2,F,,married,19/01/1972,1
22841125,493.713216,0,400.694784,0,5.96272,0,11.1801,0,503.700772,0,-383.9395408,0,M,high school,married,24/01/1967,0
45492340,556.5900984,0,8.7055712,0,12.4322712,0,7.6322816,0,6.5888056,0,5.0384984,0,M,graduate school,married,14/01/1986,0
29521780,157.5052488,0,14.9068,0,14.9068,0,3060.3660402,0,3125.3000608,0,2295.2894364,0,M,graduate school,single,18/01/1983,0
37738938,1386.6603498,0,68.0346348,0,73.0731336,0,922.850175,0,54.052056,0,44.869468,2,F,high school,single,10/01/1961,0
24941646,0.0,0,452.8089568,0,147.1897432,0,26.7726128,0,23.0757264,0,55.7216184,2,F,university,single,05/01/1990,1
11106825,555.9938264,0,13.6844424,0,182.1312824,0,21.316724,0,19.7067896,0,19.4086536,0,F,university,married,27/01/1968,0
40501803,-5430.9050034,0,68.9886704,0,366.111008,0,3247.2078708,0,1292.389747,0,438.1108516,0,M,graduate school,married,05/01/1968,0
34403284,118.0022288,0,6.9763824,0,6.8273144,0,2.3552744,0,2.086952,0,1.5204936,0,F,graduate school,single,27/01/1992,0
53670978,-7.155264,-1,11.627304,-1,11.627304,0,11.627304,-1,126.3500368,-1,11.627304,-1,M,graduate school,single,14/01/1987,0
36449046,0.0,-2,0.0,-2,0.0,-2,0.0,2,426.632616,2,17.8285328,1,F,high school,married,29/01/1993,1
32247522,0.0,-2,59.5973864,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,F,graduate school,single,11/01/1988,0
22991759,2981.36,0,9.94759830064e-14,0,-3.12638803734e-13,0,2171.324488,0,64.5166308,0,44.869468,2,M,university,single,18/01/1977,1
23189812,918.3483208,0,64.7253256,0,271.3932006,0,121.0432164,0,298.821713,0,406.806572,0,M,university,single,24/01/1976,0
51546826,1223.907907,0,20.601198,0,29.634718,0,28.710497,0,18.484432,0,27.488139,0,F,university,married,29/01/1982,0
47361658,128.4668024,2,7.304332,0,2.0571384,0,79.5426848,2,156.0443824,0,59.6868272,0,F,graduate school,single,22/01/1980,0
50702909,1015.719538,0,39.204884,0,38.101781,0,67.0507866,0,35.77632,0,67.4979904,0,M,university,single,06/01/1988,0
52479925,11.627304,-1,11.627304,-1,11.627304,-1,28.0844112,-1,28.0844112,-1,28.0844112,-1,M,university,married,24/01/1971,1
40119780,995.654986,0,464.43626,0,965.96064,0,828.102554,0,323.686255,0,37.624763,0,M,university,married,01/01/1966,0
36608416,1602.3021188,2,386.8612732,-1,12.4322712,-1,1271.5500398,-1,666.095451,0,170.68286,-1,F,university,single,29/01/1977,0
44903470,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,high school,married,11/01/1980,1
21935783,3394.725564,0,207.830606,0,365.276227,0,286.478882,2,216.774686,2,99.935187,2,M,high school,married,23/01/1981,1
14677200,0.0,-2,0.0,-2,0.0,-2,0.0,0,2296.39254,0,72.089285,0,F,graduate school,married,02/01/1984,0
51661556,14.9068,-1,36.6111008,-1,45.4061128,-1,34.7030304,-1,19.826044,-1,20.571384,-1,M,university,married,19/01/1989,0
20213568,-102.7376656,-1,1.42108547152e-14,-1,48.5365408,-1,610.5527144,-1,1380.995766,0,199.572238,0,F,graduate school,married,19/01/1983,0
35151678,571.5565256,0,15.2645632,0,14.6981048,0,19.3192128,0,18.9912632,0,8.8248256,0,F,university,single,01/01/1989,0
35456122,-4.47204,-1,11.627304,-1,11.627304,-1,11.627304,-1,51.4582736,-1,11.627304,-1,M,high school,single,17/01/1959,0
58537242,-59.6272,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,F,graduate school,married,07/01/1977,0
42182399,0.0,-2,0.0,-2,149.068,-2,4472.04,-1,67.975008,-1,2157.01396,1,M,high school,single,24/01/1977,0
35414988,14.9068,-1,21.763928,-1,0.0,0,374.3991888,0,1049.557974,0,5902.1089512,0,F,,single,11/01/1988,0
31657336,7594.8357186,0,323.4775602,0,1861.7102516,0,469.7728952,0,382.4190472,0,387.696054,0,F,university,single,09/01/1988,0
11484806,0.0,-2,0.0,-2,241.0727696,-2,0.0,-2,0.0,-2,0.0,-2,M,graduate school,single,21/01/1978,0
12899325,1444.677615,0,1065.7765732,0,105.09294,0,2088.770629,0,92.2730926,0,802.8206202,0,F,graduate school,married,03/01/1965,0
28333928,1436.568316,0,32.973842,2,42.3054976,3,33.7191816,4,32.645892,2,32.675706,2,F,high school,married,24/01/1981,1
39626487,987.1282958,0,21.3167242,0,20.422316,2,25.1626788,2,24.9241692,2,23.1949808,2,F,university,married,04/01/1969,1
50785660,1407.3808016,0,103.483006,0,96.834572,0,106.762502,0,100.233323,0,100.740155,-1,M,graduate school,single,27/01/1986,0
17392979,9.4509112,0,18.335364,-1,381.763148,-1,13.6844424,-1,11.5378632,-1,4.770176,-1,F,university,single,07/01/1992,1
37921468,219.8753,0,3.6670728,0,3.7267,2,8.1689264,2,7.4832136,0,7.2745184,0,F,university,married,30/01/1963,1
20710129,55.8706864,-2,1.42108547152e-14,-2,36.2831512,-2,33.2123504,-2,4.2335312,-2,0.0,-2,F,graduate school,single,25/01/1980,0
44345673,3695.037957,0,189.674123,2,63.711663,0,1591.956799,0,766.090266,2,143.164907,2,M,university,single,21/01/1985,1
34254503,-124.8891704,-1,61.0284392,-1,277.9521928,-1,55.5427368,-1,157.5052488,-1,66.0669376,-1,F,high school,married,16/01/1974,0
27707148,1485.194298,0,425.0823082,-1,37.863272,0,4.47204,0,65.2023432,0,11.031032,0,F,university,single,15/01/1993,1
43750746,648.6246816,2,15.65214,0,15.1154952,0,10.5242008,0,19.229772,0,18.335364,0,M,graduate school,single,17/01/1991,0
30518413,-8.347808,-1,16.099344,2,11.627304,-1,11.627304,-1,11.627304,2,11.627304,-1,M,university,married,27/01/1973,1
43513432,1481.467598,0,26.7129852,0,23.731626,0,24.0297612,0,32.5266376,0,31.2744666,0,M,high school,single,10/01/1987,0
45044807,870.5869336,0,13.9527648,-1,14.9068,0,257.9770808,0,266.9211608,0,234.931168,0,F,high school,single,11/01/1993,0
19708484,245.5746232,0,4.2335312,0,42.931584,0,52.024732,0,5.0086848,0,7.7217224,0,F,university,married,17/01/1986,0
21591586,0.0,-2,12.7900344,-2,0.0,-2,95.9401648,-2,16.0397168,-2,44.5415184,-2,F,graduate school,single,04/01/1982,0
16326211,277.117412,0,5.7242112,0,9.9279288,0,14.3999688,0,14.1316464,0,8.9738936,0,F,graduate school,single,09/01/1993,0
17319829,1649.407606,0,34.881912,0,41.7092268,0,36.7005418,0,82.285536,0,27.5179526,0,F,university,married,05/01/1989,1
57694508,836.718684,0,27.1900032,0,26.3254088,0,26.534104,0,26.9514944,0,26.0570864,0,F,graduate school,single,16/01/1993,0
47131773,285.2267112,0,84.1339792,0,911.0439884,0,74.8917636,0,67.1700406,0,58.9713012,0,M,high school,single,12/01/1975,0
13971196,961.190464,0,20.2434344,0,15.6223264,0,14.9366136,0,23.1949808,0,23.0757264,0,F,graduate school,single,11/01/1987,0
30060775,491.1194328,0,8.4074352,0,7.8707904,0,7.7813496,0,7.3639592,0,6.5888056,0,M,graduate school,single,22/01/1992,1
12729936,836.6590568,0,266.4739572,0,143.4928564,0,309.9719994,0,55.512923,0,32.9142146,0,F,high school,single,18/01/1970,0
43109360,12.521712,0,25.0136104,-1,24.5365928,2,47.8806416,-1,53.9029888,-1,56.347704,-1,M,university,single,17/01/1979,0
33016882,168.1785176,0,140.6605648,0,17.9179736,0,17.88816,0,105.242008,0,124.620848,0,M,university,single,18/01/1966,0
55251112,-28.8893784,-1,51.577528,-1,28.7999376,-1,8.94408,-1,133.117724,-1,1.7590024,-1,M,graduate school,single,26/01/1973,0
46133405,250.7621896,0,3.577632,0,348.7296792,0,129.1227016,2,208.4566912,0,13.4459336,0,M,graduate school,single,13/01/1987,0
57995170,573.2260872,0,9.68942,0,9.1825888,0,9.3018432,0,8.9738936,0,17.2024472,0,F,university,single,08/01/1983,0
20466547,-125.8432056,-1,577.7279408,0,416.8239416,0,503.4622632,-1,286.6279504,-1,380.1830272,-1,F,university,single,14/01/1989,0
47239941,841.637928,0,69.8532648,0,13.3863064,0,429.6736032,0,309.3161002,0,446.071083,0,F,university,married,18/01/1988,1
24096674,0.9540352,-1,10.0769968,-1,24.7154744,-1,8.9142664,-1,5.6049568,-1,5.7540248,-1,M,university,single,06/01/1968,0
47490010,660.6395624,0,813.4342626,0,1207.480613,0,856.813051,0,859.3173928,0,644.3017092,0,F,,married,20/01/1987,0
28363840,-2053.203005,-2,1467.723528,-2,264.5658864,-2,448.4561712,-2,422.8164752,-2,999.7990758,-2,M,graduate school,married,18/01/1986,0
34745565,555.0994184,0,9.2124024,0,12.8794752,0,929.558234,0,35.925388,0,29.694346,0,F,high school,married,01/01/1984,0
23566324,2760.292156,4,62.668187,4,72.715371,4,70.360096,5,67.945194,2,67.140227,1,F,graduate school,married,10/01/1985,0
58764666,112.9637304,0,59.6272,0,276.4913264,-1,0.0,-1,68.1837032,-1,195.875352,-1,F,graduate school,married,16/01/1970,0
11686477,20.2136208,-1,7.8707904,-1,7.8707904,-1,7.8707904,-1,0.0,-1,15.7415808,-1,M,university,married,26/01/1952,1
47360835,232.3075712,0,3.9353952,0,8.19874,0,8.1689264,0,7.9304176,0,7.2745184,0,M,university,single,21/01/1992,0
14099112,832.1273896,-1,73.5203376,-1,661.2954616,0,161.291576,0,25.0732376,0,9.0633344,0,M,high school,single,10/01/1989,0
31250473,4356.84025,2,74.20605,2,70.091774,2,65.58992,2,109.087962,2,107.00101,1,M,graduate school,married,01/01/1981,1
19197910,797.6330544,0,242.8019586,0,484.202677,0,215.969719,0,257.440436,0,199.363543,0,M,university,single,08/01/1983,0
22798417,-16.3080392,-1,63.4731544,-1,13.5055608,-1,49.8483392,-1,0.0,-1,12.521712,-1,F,high school,married,11/01/1964,0
43681605,53.6048528,-1,21.9428096,-1,21.9428096,-1,21.9428096,2,54.4396336,-1,27.9949704,-1,M,graduate school,single,18/01/1980,0
43991584,845.6329504,0,75.1004584,0,38.3701032,0,33.6297408,2,60.6110488,0,23.5825576,0,M,university,single,27/01/1978,0
57895131,827.297586,0,2346.3005064,0,75.5178494,0,234.3647098,0,81.092992,-1,76.5613248,-1,F,graduate school,single,19/01/1988,0
29745132,184.248048,0,47.1949288,0,42.2458712,-1,73.4010832,-1,22.0322504,-1,59.6272,-1,F,graduate school,single,27/01/1966,0
41333694,1403.713729,0,34.345267,0,58.7626056,0,46.9564198,-1,11.6273038,-1,11.627304,-1,M,high school,single,21/01/1977,1
56120199,265.490108,0,167.552432,0,5.5751432,0,45.0781632,0,4.47204,0,11.9552536,0,F,university,single,07/01/1983,0
22040269,1444.588174,0,27.9949708,0,25.7589502,0,36.9986776,0,22.747777,0,73.6992188,0,M,graduate school,married,26/01/1992,0
32312923,759.8294096,0,12.8496616,0,12.223576,0,32.5862648,0,12.4918984,0,11.478236,0,F,university,single,09/01/1991,0
40578324,0.0,0,464.3170064,0,136.695356,0,43.4682288,0,62.0719152,0,54.6483288,0,F,high school,single,,0
29559552,-65.9774968,-1,88.844528,-1,11.0608456,-1,40.24836,-1,83.329012,-1,305.2018232,-1,F,university,single,05/01/1978,0
39732649,-1290.9885072,0,464.5853288,-1,493.2958256,0,629.931554,0,601.9365848,-1,3066.239319,0,M,graduate school,married,14/01/1965,0
22893218,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,-2,0.0,1,M,university,single,27/01/1983,1
51073217,2364.129039,2,33.391232,2,31.214839,0,25.66951,0,33.12291,2,31.960179,1,M,graduate school,married,21/01/1978,1
52909531,2316.7254148,0,37.833459,0,127.8109034,0,158.5487246,0,126.37985,0,486.200189,0,F,university,married,11/01/1969,1
17573002,6718.2264374,0,1498.759486,2,150.618307,2,179.8654484,0,129.480465,0,167.5226184,0,M,university,single,29/01/1987,1
33897951,0.0,-2,0.0,-2,129.8978552,-2,182.0418416,-2,166.0021248,-2,373.1470176,-2,F,graduate school,single,13/01/1986,0
28938767,0.0,-2,0.0,-2,58.2557744,-2,0.0,-2,34.4048944,-2,34.4048944,-2,F,university,single,18/01/1988,0
23202558,1406.188258,0,23.642184,0,98.0569306,0,-23.4334898,0,22.0322506,0,20.7800794,0,M,graduate school,single,,0
21127083,112.9339168,-2,4.47204,-2,503.3430088,-2,328.5756856,-2,293.9919096,-2,152.04936,-2,F,university,married,02/01/1986,1
53401881,0.0,-2,0.0,-1,136.0692704,-1,81.540196,-1,169.2518072,2,136.39722,-1,M,graduate school,single,21/01/1990,0
22819747,1416.6528308,0,93.9724676,0,673.996055,0,179.000855,0,119.8506718,2,52.621004,2,F,graduate school,single,04/01/1993,1
35709000,3606.253056,0,1690.520561,0,2217.8337034,0,402.573041,2,191.284058,2,167.9698218,2,F,university,single,29/01/1987,1
21212768,4132.850673,0,401.350683,0,378.185516,0,570.065846,0,526.657244,0,387.069968,0,F,high school,married,09/01/1976,0
